u-g,g-r,r-i,i-z,u-z,g-z,redshift_log,class
2.0276400000000017,0.9433399999999992,0.4386499999999991,0.32937000000000083,3.7390000000000008,1.711359999999999,-1.0601760993374059,GALAXY
1.9197300000000013,0.9467199999999991,0.3959399999999995,0.3356300000000001,3.59802,1.6782899999999987,-1.0440481942853914,GALAXY
1.3970999999999982,0.7493100000000013,0.4924800000000005,0.2896800000000006,2.9285700000000006,1.5314700000000023,-0.9578349578579561,GALAXY
1.004170000000002,0.3844399999999979,0.3168600000000019,0.11454999999999771,1.8200199999999995,0.8158499999999975,-1.050059910215548,GALAXY
2.09459,1.0402100000000019,0.46554000000000073,0.3836699999999986,3.9840100000000014,1.8894200000000012,-0.8615021500574033,GALAXY
1.1163699999999999,0.5851100000000002,0.42717000000000027,0.17311999999999728,2.3017699999999977,1.1853999999999978,-1.0486206568703205,GALAXY
2.025310000000001,0.9973199999999984,0.4340800000000016,0.3510799999999996,3.8077900000000007,1.7824799999999996,-1.0529836660152296,GALAXY
1.9794199999999975,0.9391700000000007,0.4127200000000002,0.31454000000000093,3.6458499999999994,1.6664300000000019,-1.0518600212622384,GALAXY
1.2482000000000006,0.6033500000000007,0.2897199999999991,0.28513000000000055,2.426400000000001,1.1782000000000004,-1.6696489400547168,GALAXY
2.021000000000001,0.93797,0.42132999999999754,0.3627900000000004,3.7430899999999987,1.722089999999998,-1.0414963201857577,GALAXY
6.43355,1.5452100000000009,0.5370500000000007,0.16332999999999842,8.67914,2.24559,-0.42203337842531125,GALAXY
1.2669999999999995,0.6126100000000001,0.3734900000000003,0.2526900000000012,2.505790000000001,1.2387900000000016,-1.1949092985774792,GALAXY
1.9403499999999987,1.1536100000000005,0.4912100000000006,0.34872999999999976,3.9338999999999995,1.9935500000000008,-0.8564537486411931,GALAXY
1.7552699999999994,0.9020800000000015,0.4347499999999975,0.27956999999999965,3.371669999999998,1.6163999999999987,-1.053215067088953,GALAXY
2.0644799999999996,0.976659999999999,0.4305000000000021,0.34055000000000035,3.812190000000001,1.7477100000000014,-1.0418677112371095,GALAXY
1.6402599999999978,0.9854599999999998,0.4927799999999998,0.33574000000000126,3.4542399999999986,1.8139800000000008,-0.7775759308560247,GALAXY
2.01867,0.9317799999999998,0.43496000000000024,0.33643999999999963,3.72185,1.7031799999999997,-1.0682057576664017,GALAXY
1.658339999999999,0.8477700000000006,0.40549999999999997,0.2882099999999994,3.199819999999999,1.54148,-1.0550722560871135,GALAXY
